order_date,year,mm,week_day,register_pre_1d,register_pre_2d,register_pre_3d,register_pre_4d,register_pre_5d,register_pre_6d,register_pre_7d,active_cnt_1d,active_cnt_2d,active_cnt_3d,active_cnt_4d,active_cnt_5d,active_cnt_6d,active_cnt_7d,orders_cnt,orders_amt,if_holiday
20160914,2016,9,5,34285,35706,38308,40406,37672,36244,34106,166583,173401,129367,228891,216689,202915,76752,10267,5647303.2,1
20161201,2016,12,4,11352,12189,12336,12930,12684,12441,11626,34132,34721,35763,38604,38715,36384,33993,3354,3408224.18,0
20161204,2016,12,0,15696,13462,12614,11352,12189,12336,12930,38998,35492,36482,34132,34721,35763,38604,3448,1590451.3,0
20170205,2017,2,0,45511,57188,71740,81530,80742,70249,52161,82006,99173,115219,126984,124550,113526,92007,12667,5785507.69,0
20170206,2017,2,1,39442,45511,57188,71740,81530,80742,70249,72880,82006,99173,115219,126984,124550,113526,10537,6564675.79,0
20170312,2017,3,0,22150,23500,19168,19094,16353,23873,25406,42404,46245,37470,39105,28600,39392,45350,4699,1713588.73,0
20170420,2017,4,4,30047,27957,27192,32103,29395,29627,25234,66488,58186,55384,65990,63642,65415,61607,7277,5002877.84,0
20170513,2017,5,6,20538,13938,17701,20139,26363,27364,26855,42900,27387,35624,40888,51939,63794,65880,10034,4122445.66,0
20170528,2017,5,5,43492,34128,29516,25950,30530,35213,38811,75767,60764,52627,45308,51477,56404,61538,32547,9900419.92,1
20170609,2017,6,5,31899,39692,39334,38273,43683,46224,50110,98538,108717,63570,63109,74119,76232,70007,10554,5787389.07,0
20170610,2017,6,6,36610,31899,39692,39334,38273,43683,46224,109324,98538,108717,63570,63109,74119,76232,11478,4117566.3,0
20170624,2017,6,6,38663,66527,67964,65465,56075,57676,58476,57370,91933,92900,89834,81418,85750,89294,12385,4985198.03,0
20170627,2017,6,2,70297,54188,55067,38663,66527,67964,65465,103634,81529,82229,57370,91933,92900,89834,12981,6854470.34,0
20170724,2017,7,1,102959,98485,86604,74447,65612,67379,75327,134479,130538,116852,103135,91310,91281,103778,17528,10024202.54,0
20170814,2017,8,1,122155,112513,106942,101573,97204,105738,121514,163548,152475,146091,138012,135292,142401,161333,26015,15157004.91,0
20170826,2017,8,6,106527,100739,90020,98805,112970,118883,109765,117270,109584,106783,120946,148235,155294,146538,32252,9144509.47,0
20170921,2017,9,4,52878,64503,73830,89031,80021,69221,55676,75663,79714,90400,95648,97456,90072,88240,8730,7002130.29,0
20171004,2017,10,5,320907,225615,149460,84986,82290,57328,55997,235919,186892,150260,106969,112070,85009,84493,57676,14574721.13,1
20171020,2017,10,5,42077,38416,46046,56656,59109,54038,45293,84520,77601,76076,77778,78707,80724,78150,14633,6571726.34,0
20171203,2017,12,0,86334,97821,93039,61535,48976,66052,69657,171374,192177,191585,157112,123328,125956,126266,10514,2778345.7,0
20180109,2018,1,2,37598,52682,57276,48129,31234,23294,47885,86588,107344,112669,95431,55398,42032,69621,2974,3489457.79,0
20180116,2018,1,2,23435,23036,20125,16968,16182,18545,27652,41630,54195,58920,55668,50006,57039,78441,4911,4732306.35,0
20180118,2018,1,4,22184,23560,23435,23036,20125,16968,16182,44485,45472,41630,54195,58920,55668,50006,5072,4696387.01,0
20180216,2018,2,5,39248,38597,38545,37847,35845,35699,32069,207069,203344,194500,63916,67711,66601,56467,31361,12117431.81,1
20180303,2018,3,6,38378,36430,36513,65750,54798,64474,47213,52114,48366,39586,55203,44005,55438,45963,12340,3960824.06,0
20180323,2018,3,5,37110,30189,32615,46115,50463,43049,26961,66649,58171,46419,50045,66777,70800,80150,14410,6357551.11,0
20160604,2016,6,6,38268,35860,33815,33810,38734,38931,36319,42648,41459,39790,38782,43207,43344,40154,9737,4301938.61,0
20160719,2016,7,2,90269,85962,77924,60798,58738,57458,62777,118906,114907,108900,87540,83819,80209,85461,11409,9766406.34,0
20160731,2016,7,0,132299,166921,234136,203777,176584,96125,115791,266416,275559,292136,252147,214751,126431,153642,17225,7691066.8,0
20160903,2016,9,6,45309,46625,49531,60688,73198,84013,87889,163518,151720,142207,135931,152808,165926,166538,11102,4196675.01,0
20160919,2016,9,1,35011,42724,42542,39562,34185,34285,35706,121148,210746,226999,220589,170004,166583,173401,4829,4734998.27,0
20161107,2016,11,1,23054,26844,26912,25161,20701,19515,21589,41490,45772,51770,51737,44046,38231,43251,2847,2697720.46,0
20161125,2016,11,5,11626,11232,11944,13516,15331,15576,15024,33993,35016,36431,34950,36896,36912,37262,3442,3425472.11,0
20170107,2017,1,6,18594,18727,18796,23565,29787,31790,29275,40827,41139,40886,47136,56230,59116,54005,4256,3052563.47,0
20170112,2017,1,4,37532,34202,25878,18572,19046,18594,18727,63533,58321,49782,41241,42660,40827,41139,4522,4027883.69,0
20170117,2017,1,2,24768,23158,29876,30209,33475,37532,34202,47696,51136,59395,63224,60270,63533,58321,5695,5558979.86,0
20170122,2017,1,0,24859,26250,27672,32968,24903,24768,23158,62529,64075,62658,64038,48016,47696,51136,7692,7102138.82,0
20170204,2017,2,6,57188,71740,81530,80742,70249,52161,39357,99173,115219,126984,124550,113526,92007,74701,13857,6258876.79,0
20170223,2017,2,4,13967,17476,22626,26061,23880,20290,19118,28559,32066,36794,41304,40994,38401,36771,4280,3786481.01,0
20170227,2017,2,1,28047,21759,16955,14909,13967,17476,22626,55692,40825,33161,29865,28559,32066,36794,4723,3701400.7,0
20170316,2017,3,4,16746,17206,21874,24135,22150,23500,19168,39232,34751,37954,45697,42404,46245,37470,5375,3361674.83,0
20170327,2017,3,1,48930,42342,34832,37650,36731,38545,38909,75087,68654,60804,58843,56382,59793,64164,7270,4676339.44,0
20170329,2017,3,3,47554,48307,48930,42342,34832,37650,36731,71667,74304,75087,68654,60804,58843,56382,7616,4394678.48,0
20170402,2017,4,5,88216,52807,46201,43517,47554,48307,48930,139460,93563,77865,73031,71667,74304,75087,38616,9917887.27,1
20170403,2017,4,5,126033,88216,52807,46201,43517,47554,48307,184950,139460,93563,77865,73031,71667,74304,31751,7585465.56,1
20170408,2017,4,6,54804,70722,104917,141490,157207,126033,88216,104872,120370,166333,203344,218473,184950,139460,8730,3302064.2,0
20170417,2017,4,1,32103,29395,29627,25234,22065,19875,24891,65990,63642,65415,61607,57745,56570,57394,5518,4134078.62,0
20170421,2017,4,5,40358,30047,27957,27192,32103,29395,29627,83632,66488,58186,55384,65990,63642,65415,15405,6778603.48,0
20170422,2017,4,6,49472,40358,30047,27957,27192,32103,29395,95109,83632,66488,58186,55384,65990,63642,13880,5444606.11,0
20170423,2017,4,0,49540,49472,40358,30047,27957,27192,32103,99310,95109,83632,66488,58186,55384,65990,9266,3980393.63,0
20170429,2017,4,5,51046,44840,37627,38884,40967,49554,49540,110133,97952,81074,76698,82112,97517,99310,40295,11251628.87,1
20170501,2017,5,5,102069,74278,51046,44840,37627,38884,40967,163070,132684,110133,97952,81074,76698,82112,17996,5272229.46,1
20170505,2017,5,5,24864,38277,76591,106496,102069,74278,51046,52155,63427,115745,154249,163070,132684,110133,10187,6047990.99,0
20170518,2017,5,4,26603,20727,25693,24113,25363,20538,13938,50140,39613,44579,47723,50333,42900,27387,7340,4797964.07,0
20170520,2017,5,6,26674,21603,26603,20727,25693,24113,25363,46474,41093,50140,39613,44579,47723,50333,12917,4836913.49,0
20170530,2017,5,5,58662,64718,43492,34128,29516,25950,30530,91075,102321,75767,60764,52627,45308,51477,15620,4645895.78,1
20170603,2017,6,6,50110,77840,69124,83617,58662,64718,43492,70007,114382,102273,132092,91075,102321,75767,12252,4362894.73,0
20170621,2017,6,3,65465,56075,57676,58476,48049,38110,28293,89834,81418,85750,89294,77060,63151,49944,9327,5427251.84,0
20170718,2017,7,2,75327,76169,69878,64514,67441,65769,63698,103778,109649,105701,97939,97894,95536,91361,15891,8489869.22,0
20170820,2017,8,0,109765,95977,100407,100763,114324,118824,122155,146538,131034,140467,142734,156967,159625,163548,29581,10525243.02,0
20170827,2017,8,0,116177,106527,100739,90020,98805,112970,118883,124200,117270,109584,106783,120946,148235,155294,23349,6817347.42,0
20170912,2017,9,2,139992,131299,56738,42896,35899,33582,41512,161933,151420,71574,62279,65617,71802,78939,6904,6195821.92,0
20170913,2017,9,3,131766,139992,131299,56738,42896,35899,33582,157427,161933,151420,71574,62279,65617,71802,7265,6234367.19,0
20171006,2017,10,5,336834,343610,320907,225615,149460,84986,82290,227793,231633,235919,186892,150260,106969,112070,50285,12201670.34,1
20171106,2017,11,1,69162,55143,42479,43464,49215,72506,88850,82545,84794,78366,77033,85490,86968,95534,8142,4406586.71,0
20171114,2017,11,2,69887,78242,68838,53103,46501,43367,53946,78311,84527,82537,75354,72334,66611,69388,7068,4746168.01,0
20171204,2017,12,1,69730,86334,97821,93039,61535,48976,66052,146120,171374,192177,191585,157112,123328,125956,5960,3590840.4,0
20171212,2017,12,2,66991,68255,57131,42110,70741,70312,82831,135256,129459,131148,128654,164277,165505,169390,7822,4919019.58,0
20180111,2018,1,4,18545,27652,37598,52682,57276,48129,31234,57039,78441,86588,107344,112669,95431,55398,3851,4824232.69,0
20180206,2018,2,2,33207,33971,30622,25613,21603,19053,20018,43678,45053,44927,41055,38593,47919,46458,8867,6497810.12,0
20180215,2018,2,5,38597,38545,37847,35845,35699,32069,29558,203344,194500,63916,67711,66601,56467,48167,11742,6360926.28,1
20160521,2016,5,6,51286,44402,30904,26244,29737,30694,30903,42667,36061,28375,26163,31631,32285,32554,8268,3284504.03,0
20160524,2016,5,2,45200,46361,53287,51286,44402,30904,26244,35283,37039,42924,42667,36061,28375,26163,5807,3791681.43,0
20160605,2016,6,0,38993,38268,35860,33815,33810,38734,38931,42623,42648,41459,39790,38782,43207,43344,7314,3397584.24,0
20160613,2016,6,1,45197,62189,65189,54916,41486,39561,39789,51026,65025,66431,58224,46609,43819,42477,5834,5906167.1,0
20170210,2017,2,5,29450,30163,32674,35407,39442,45511,57188,54549,57548,61451,65824,72880,82006,99173,10670,5644027.3,0
20170222,2017,2,3,17476,22626,26061,23880,20290,19118,18225,32066,36794,41304,40994,38401,36771,35650,3687,3514517.24,0
20170310,2017,3,5,19168,19094,16353,23873,25406,25766,17291,37470,39105,28600,39392,45350,47502,36365,8335,3776290.35,0
20170409,2017,4,0,50162,54804,70722,104917,141490,157207,126033,93686,104872,120370,166333,203344,218473,184950,5677,2415271.37,0
20170511,2017,5,4,17701,20139,26363,27364,26855,23543,24864,35624,40888,51939,63794,65880,60977,52155,5973,3831950.78,0
20170526,2017,5,5,29516,25950,30530,35213,38811,32639,26674,52627,45308,51477,56404,61538,53540,46474,11120,8215729.79,0
20170606,2017,6,2,38273,43683,46224,50110,77840,69124,83617,63109,74119,76232,70007,114382,102273,132092,8933,5149748.24,0
20170618,2017,6,0,58476,48049,38110,28293,30766,33312,46443,89294,77060,63151,49944,52452,57690,80837,10584,4215656.32,0
20170722,2017,7,6,86604,74447,65612,67379,75327,76169,69878,116852,103135,91310,91281,103778,109649,105701,24359,9562427.62,0
20170821,2017,8,1,118883,109765,95977,100407,100763,114324,118824,155294,146538,131034,140467,142734,156967,159625,20673,10747473.69,0
20170822,2017,8,2,112970,118883,109765,95977,100407,100763,114324,148235,155294,146538,131034,140467,142734,156967,18744,11608761.32,0
20170823,2017,8,3,98805,112970,118883,109765,95977,100407,100763,120946,148235,155294,146538,131034,140467,142734,19253,9626860.97,0
20170830,2017,8,3,77815,95363,108506,116177,106527,100739,90020,90742,105756,115627,124200,117270,109584,106783,14162,7015406.83,0
20170916,2017,9,6,69221,55676,62721,131766,139992,131299,56738,90072,88240,91916,157427,161933,151420,71574,14645,5511295.34,0
20171019,2017,10,4,38416,46046,56656,59109,54038,45293,43618,77601,76076,77778,78707,80724,78150,75713,10283,5911149.32,0
20171103,2017,11,5,43464,49215,72506,88850,97054,79355,67218,77033,85490,86968,95534,107129,108552,114726,14734,6695400.52,0
20171205,2017,12,2,67992,69730,86334,97821,93039,61535,48976,145319,146120,171374,192177,191585,157112,123328,5842,3490609.82,0
20171218,2017,12,1,41172,40197,40107,38607,38507,49478,66991,126394,127965,130775,127431,127634,126628,135256,4972,22718211.14,0
20171228,2017,12,4,33719,37773,43502,44186,41059,35472,33553,113430,108734,113901,126873,129307,125974,111301,8128,5991606.06,0
20180201,2018,2,4,19053,20018,23098,23694,21764,19128,20091,47919,46458,46787,45621,52973,41797,42614,6541,6374925.73,0
20180226,2018,2,1,64474,47213,75101,98049,124673,146351,152585,55438,45963,65570,70034,84591,98061,102938,10408,6115204.83,0
20180311,2018,3,0,43402,25541,21252,18767,26739,38870,48018,46377,41018,33850,38600,37770,42712,43486,12481,3660059.63,0
20180320,2018,3,2,46115,50463,43049,26961,26427,25579,43102,50045,66777,70800,80150,81307,71796,62169,5656,4678547.34,0
20180325,2018,3,0,108310,43604,37110,30189,32615,46115,50463,140649,70962,66649,58171,46419,50045,66777,14235,4134606.83,0
20160510,2016,5,2,27536,30803,27970,26371,25265,34702,61282,27891,26447,26729,32032,32710,38531,42676,3882,3459498.84,0
20160619,2016,6,0,50544,62343,46921,41700,29432,30549,45197,52551,61052,56211,51869,39396,38255,51026,10836,3398091.22,0
20160712,2016,7,2,67517,70272,65785,60986,53583,47538,44786,89077,91914,88733,81442,74471,68590,66430,9056,9065928.45,0
20160921,2016,9,3,27429,29680,35011,42724,42542,39562,34185,81269,94795,121148,210746,226999,220589,170004,5778,4690393.49,0
20161030,2016,10,0,24692,26902,26617,25104,22095,23029,23342,47901,45191,44669,44016,43565,46732,49048,6356,1933923.3,0
20161104,2016,11,5,25161,20701,19515,21589,23351,24692,26902,51737,44046,38231,43251,46784,47901,45191,6790,4297802.99,0
20161214,2016,12,3,16084,16586,18003,17186,16711,13849,13896,38985,38587,42207,41464,42358,35793,34039,3379,3686716.27,0
20161219,2016,12,1,26486,24620,22686,16210,16455,16084,16586,42025,40857,40684,39204,40899,38985,38587,3337,3806130.09,0
20161229,2016,12,4,22746,22996,23982,25854,25978,24166,22181,40290,36903,35387,36954,38016,37066,35271,5299,3992896.65,0
20170209,2017,2,4,30163,32674,35407,39442,45511,57188,71740,57548,61451,65824,72880,82006,99173,115219,8925,5335766.61,0
20170228,2017,2,2,29781,28047,21759,16955,14909,13967,17476,60508,55692,40825,33161,29865,28559,32066,5169,4245989.26,0
20170321,2017,3,2,38909,37116,32667,22605,19501,16746,17206,64164,67021,63721,53577,45589,39232,34751,5336,4125494.13,0
20170330,2017,3,4,43517,47554,48307,48930,42342,34832,37650,73031,71667,74304,75087,68654,60804,58843,8123,4400481.41,0
20170405,2017,4,3,141490,157207,126033,88216,52807,46201,43517,203344,218473,184950,139460,93563,77865,73031,4481,2785520.99,0
20170416,2017,4,0,29395,29627,25234,22065,19875,24891,37190,63642,65415,61607,57745,56570,57394,79278,6683,2632198.25,0
20170424,2017,4,1,49554,49540,49472,40358,30047,27957,27192,97517,99310,95109,83632,66488,58186,55384,6598,4633175.54,0
20170620,2017,6,2,56075,57676,58476,48049,38110,28293,30766,81418,85750,89294,77060,63151,49944,52452,12426,5525618.17,0
20170712,2017,7,3,63698,70568,71322,67894,55174,59853,53838,91361,101478,102369,101776,85817,106880,81015,15213,10352621.2,0
20170908,2017,9,5,35899,33582,41512,51095,54383,52034,56319,65617,71802,78939,79659,78531,77751,83643,12333,8239048.06,0
20170922,2017,9,5,56159,52878,64503,73830,89031,80021,69221,78361,75663,79714,90400,95648,97456,90072,11991,8779327.41,0
20170923,2017,9,6,57183,56159,52878,64503,73830,89031,80021,81105,78361,75663,79714,90400,95648,97456,13456,5840960,0
20170929,2017,9,5,57328,55997,48031,71238,72112,65541,57183,85009,84493,68640,91301,86229,83721,81105,13900,8625898.55,1
20171003,2017,10,5,225615,149460,84986,82290,57328,55997,48031,186892,150260,106969,112070,85009,84493,68640,65694,18388398.37,1
20171014,2017,10,6,45293,43618,45716,61490,111590,194367,259589,78150,75713,74045,81434,110381,156867,195950,12471,3884365.84,0
20171016,2017,10,1,59109,54038,45293,43618,45716,61490,111590,78707,80724,78150,75713,74045,81434,110381,6459,3688312.78,0
20171023,2017,10,1,81564,65642,45478,42077,38416,46046,56656,119306,107380,92843,84520,77601,76076,77778,9193,5351031.63,0
20171202,2017,12,6,97821,93039,61535,48976,66052,69657,57034,192177,191585,157112,123328,125956,126266,123387,13990,3541911.25,0
20171210,2017,12,0,57131,42110,70741,70312,82831,67992,69730,131148,128654,164277,165505,169390,145319,146120,9479,2811586.97,0
20171222,2017,12,5,33553,31229,33799,38244,41172,40197,40107,111301,106735,112318,120902,126394,127965,130775,8343,5906526.36,0
20171226,2017,12,2,43502,44186,41059,35472,33553,31229,33799,113901,126873,129307,125974,111301,106735,112318,6209,4811127.38,0
20180125,2018,1,4,20922,26208,30748,33111,29974,25204,24189,37475,38897,42183,47587,47944,44258,45040,5789,5140076.14,0
20180208,2018,2,4,26415,29080,33207,33971,30622,25613,21603,44423,42059,43678,45053,44927,41055,38593,11123,6836078.09,0
20180213,2018,2,2,37847,35845,35699,32069,29558,26415,29080,63916,67711,66601,56467,48167,44423,42059,14408,8328792.58,0
20180227,2018,2,2,54798,64474,47213,75101,98049,124673,146351,44005,55438,45963,65570,70034,84591,98061,9057,5521460.56,0
20180307,2018,3,3,26739,38870,48018,47124,38378,36430,36513,37770,42712,43486,52960,52114,48366,39586,11526,6852136.42,0
20160522,2016,5,0,53287,51286,44402,30904,26244,29737,30694,42924,42667,36061,28375,26163,31631,32285,6667,2178074.73,0
20160809,2016,8,2,110045,120471,117460,110889,97285,96457,100776,351319,300368,294758,282938,229703,264016,252686,17062,12842649.91,0
20160824,2016,8,3,104530,115780,125842,126500,112092,100394,96780,274222,228692,247089,260235,250623,216851,192577,17541,9673364.51,0
20161004,2016,10,5,114329,92220,63775,49596,42165,40480,37178,163277,140126,108090,92194,93818,150019,147313,35823,10963119.19,1
20161022,2016,10,6,22383,22478,22509,23935,27594,30787,31244,49178,47730,46858,45676,49126,53207,74805,6380,2084124.63,0
20161027,2016,10,4,25104,22095,23029,23342,23219,22383,22478,44016,43565,46732,49048,51016,49178,47730,5421,5767948.86,0
20161028,2016,10,5,26617,25104,22095,23029,23342,23219,22383,44669,44016,43565,46732,49048,51016,49178,7535,6262403.62,0
20161106,2016,11,0,26844,26912,25161,20701,19515,21589,23351,45772,51770,51737,44046,38231,43251,46784,4112,1507515,0
20161207,2016,12,3,13837,15841,15676,15696,13462,12614,11352,31844,37412,37361,38998,35492,36482,34132,3250,2817506.48,0
20161230,2016,12,5,23802,22746,22996,23982,25854,25978,24166,44532,40290,36903,35387,36954,38016,37066,8943,6358393.83,0
20170113,2017,1,5,33475,37532,34202,25878,18572,19046,18594,60270,63533,58321,49782,41241,42660,40827,5790,4314155.36,0
20170203,2017,2,5,71740,81530,80742,70249,52161,39357,33160,115219,126984,124550,113526,92007,74701,64844,15218,7063675.69,0
20170211,2017,2,6,29046,29450,30163,32674,35407,39442,45511,55909,54549,57548,61451,65824,72880,82006,11146,3759094.93,0
20170213,2017,2,1,27539,29869,29046,29450,30163,32674,35407,49196,54693,55909,54549,57548,61451,65824,6945,3683493.71,0
20170214,2017,2,2,23576,27539,29869,29046,29450,30163,32674,41934,49196,54693,55909,54549,57548,61451,6385,4043529.69,0
20170215,2017,2,3,19532,23576,27539,29869,29046,29450,30163,37203,41934,49196,54693,55909,54549,57548,5767,3619894.15,0
20170216,2017,2,4,18225,19532,23576,27539,29869,29046,29450,35650,37203,41934,49196,54693,55909,54549,5573,4483191.9,0
20170304,2017,3,6,17291,18940,17862,27620,29781,28047,21759,36365,40718,42252,63903,60508,55692,40825,10521,2876034.77,0
20170306,2017,3,1,25406,25766,17291,18940,17862,27620,29781,45350,47502,36365,40718,42252,63903,60508,4239,2947551.52,0
20170313,2017,3,1,24135,22150,23500,19168,19094,16353,23873,45697,42404,46245,37470,39105,28600,39392,3558,2636546.78,0
20170326,2017,3,0,42342,34832,37650,36731,38545,38909,37116,68654,60804,58843,56382,59793,64164,67021,10528,3316949.67,0
20170523,2017,5,2,35213,38811,32639,26674,21603,26603,20727,56404,61538,53540,46474,41093,50140,39613,6066,5357807.9,0
20170524,2017,5,3,30530,35213,38811,32639,26674,21603,26603,51477,56404,61538,53540,46474,41093,50140,6979,5309511.25,0
20170525,2017,5,4,25950,30530,35213,38811,32639,26674,21603,45308,51477,56404,61538,53540,46474,41093,8715,5898978.2,0
20170612,2017,6,1,46443,35387,36610,31899,39692,39334,38273,80837,64928,109324,98538,108717,63570,63109,5804,5054707.43,0
20170623,2017,6,5,66527,67964,65465,56075,57676,58476,48049,91933,92900,89834,81418,85750,89294,77060,9632,6456464.72,0
20170626,2017,6,1,54188,55067,38663,66527,67964,65465,56075,81529,82229,57370,91933,92900,89834,81418,10049,6120628.78,0
20170729,2017,7,6,89251,82415,80212,83768,92955,102959,98485,185602,114142,111830,113342,124356,134479,130538,30598,10645870.41,0
20170915,2017,9,5,55676,62721,131766,139992,131299,56738,42896,88240,91916,157427,161933,151420,71574,62279,14533,7870043.51,0
20171012,2017,10,4,45716,61490,111590,194367,259589,304757,336834,74045,81434,110381,156867,195950,212491,227793,8661,4792719.28,0
20171028,2017,10,6,67218,56224,52230,61351,79723,81564,65642,114726,104816,105600,111528,115075,119306,107380,20885,6266411.66,0
20171104,2017,11,6,42479,43464,49215,72506,88850,97054,79355,78366,77033,85490,86968,95534,107129,108552,18320,5218033.59,0
20171217,2017,12,0,40197,40107,38607,38507,49478,66991,68255,127965,130775,127431,127634,126628,135256,129459,6227,4653363.15,0
20171224,2017,12,0,41059,35472,33553,31229,33799,38244,41172,129307,125974,111301,106735,112318,120902,126394,8861,3110270.6,0
20180204,2018,2,0,30622,25613,21603,19053,20018,23098,23694,44927,41055,38593,47919,46458,46787,45621,7752,3845285.71,0
20180214,2018,2,5,38545,37847,35845,35699,32069,29558,26415,194500,63916,67711,66601,56467,48167,44423,12249,6281560.22,1
20180217,2018,2,5,67838,39248,38597,38545,37847,35845,35699,83531,207069,203344,194500,63916,67711,66601,39464,15683328.89,1
20180223,2018,2,5,98049,124673,146351,152585,145573,107339,67838,70034,84591,98061,102938,106529,94093,83531,16562,7899342.59,0
20180306,2018,3,2,38870,48018,47124,38378,36430,36513,65750,42712,43486,52960,52114,48366,39586,55203,7009,4782831.93,0
20180331,2018,3,6,54680,55537,59855,94676,152223,146299,108310,78609,78147,91960,123794,178877,176347,140649,20961,6380671.24,0
20160507,2016,5,6,26371,25265,34702,61282,87515,92104,74028,32032,32710,38531,42676,49785,47266,38653,7009,2645147.34,0
20160620,2016,6,1,36348,50544,62343,46921,41700,29432,30549,49888,52551,61052,56211,51869,39396,38255,7286,4039578.22,0
20160625,2016,6,6,37946,44496,99561,85435,74753,36348,50544,55511,111015,122826,104657,75597,49888,52551,9553,4308396.45,0
20160627,2016,6,1,42700,37771,37946,44496,99561,85435,74753,59435,54771,55511,111015,122826,104657,75597,5474,4546280.31,0
20160713,2016,7,3,62777,67517,70272,65785,60986,53583,47538,85461,89077,91914,88733,81442,74471,68590,10020,7372889.27,0
20160912,2016,9,1,38308,40406,37672,36244,34106,38340,42026,129367,228891,216689,202915,76752,78040,87195,6336,5252142.78,0
20160917,2016,9,5,42542,39562,34185,34285,35706,38308,40406,226999,220589,170004,166583,173401,129367,228891,7493,2781232.94,1
20160918,2016,9,0,42724,42542,39562,34185,34285,35706,38308,210746,226999,220589,170004,166583,173401,129367,4243,4442557.25,0
20161013,2016,10,4,31705,34394,100064,89044,76286,8044,45577,117277,131161,129652,104359,79609,80105,110820,5195,3134618.3,0
20161017,2016,10,1,30787,31244,30201,30133,31705,34394,100064,53207,74805,85996,99199,117277,131161,129652,4316,4019998.47,0
20161019,2016,10,3,23935,27594,30787,31244,30201,30133,31705,45676,49126,53207,74805,85996,99199,117277,4055,3589665.59,0
20161101,2016,11,2,21589,23351,24692,26902,26617,25104,22095,43251,46784,47901,45191,44669,44016,43565,4013,4194571.96,0
20161105,2016,11,6,26912,25161,20701,19515,21589,23351,24692,51770,51737,44046,38231,43251,46784,47901,7097,2321355.79,0
20161113,2016,11,0,20059,17583,15367,14949,16612,20009,23054,40287,39828,36316,34807,38034,40044,41490,4078,1749515.16,0
20161114,2016,11,1,21035,20059,17583,15367,14949,16612,20009,42164,40287,39828,36316,34807,38034,40044,2541,2701100.07,0
20161128,2016,11,1,12930,12684,12441,11626,11232,11944,13516,38604,38715,36384,33993,35016,36431,34950,2342,3192113.52,0
20170114,2017,1,6,30209,33475,37532,34202,25878,18572,19046,63224,60270,63533,58321,49782,41241,42660,5891,3226142.08,0
20170127,2017,1,5,33601,31270,27726,26085,25544,24859,26250,69530,69426,66255,64033,63961,62529,64075,11369,6360632.81,1
20170129,2017,1,5,39357,33160,33601,31270,27726,26085,25544,74701,64844,69530,69426,66255,64033,63961,28207,12337812.7,1
20170317,2017,3,5,19501,16746,17206,21874,24135,22150,23500,45589,39232,34751,37954,45697,42404,46245,9477,3898977.49,0
20170404,2017,4,5,157207,126033,88216,52807,46201,43517,47554,218473,184950,139460,93563,77865,73031,71667,14117,3398364.08,1
20170406,2017,4,4,104917,141490,157207,126033,88216,52807,46201,166333,203344,218473,184950,139460,93563,77865,5053,3433666.79,0
20170418,2017,4,2,27192,32103,29395,29627,25234,22065,19875,55384,65990,63642,65415,61607,57745,56570,6046,4221875.17,0
20170504,2017,5,4,38277,76591,106496,102069,74278,51046,44840,63427,115745,154249,163070,132684,110133,97952,5828,5486607.49,0
20170517,2017,5,3,20727,25693,24113,25363,20538,13938,17701,39613,44579,47723,50333,42900,27387,35624,6292,4761432.19,0
20170521,2017,5,0,32639,26674,21603,26603,20727,25693,24113,53540,46474,41093,50140,39613,44579,47723,8078,3110177.64,0
20170613,2017,6,2,33312,46443,35387,36610,31899,39692,39334,57690,80837,64928,109324,98538,108717,63570,7092,4957164.83,0
20170617,2017,6,6,48049,38110,28293,30766,33312,46443,35387,77060,63151,49944,52452,57690,80837,64928,15298,5401943.54,0
20170707,2017,7,5,59853,53838,54598,52914,57070,60634,60571,106880,81015,81441,66297,87663,90325,87682,17985,9460460.38,0
20170713,2017,7,4,65769,63698,70568,71322,67894,55174,59853,95536,91361,101478,102369,101776,85817,106880,13690,8444949.84,0
20170719,2017,7,3,67379,75327,76169,69878,64514,67441,65769,91281,103778,109649,105701,97939,97894,95536,18630,9775113.28,0
20170730,2017,7,0,100869,89251,82415,80212,83768,92955,102959,274226,185602,114142,111830,113342,124356,134479,24247,9297380.64,0
20170802,2017,8,3,82303,97978,107988,100869,89251,82415,80212,114532,208057,280519,274226,185602,114142,111830,22349,13771458.23,0
20170928,2017,9,4,55997,48031,71238,72112,65541,57183,56159,84493,68640,91301,86229,83721,81105,78361,10963,9111063.5,0
20171002,2017,10,5,149460,84986,82290,57328,55997,48031,71238,150260,106969,112070,85009,84493,68640,91301,63763,18671373.65,1
20171013,2017,10,5,43618,45716,61490,111590,194367,259589,304757,75713,74045,81434,110381,156867,195950,212491,11820,5844048.19,0
20171116,2017,11,4,49538,53300,69887,78242,68838,53103,46501,73187,69580,78311,84527,82537,75354,72334,9112,4793270.94,0
20171229,2017,12,5,36901,33719,37773,43502,44186,41059,35472,120967,113430,108734,113901,126873,129307,125974,11036,6434354.09,1
20180101,2018,1,5,69097,52529,41225,36901,33719,37773,43502,105485,124362,133090,120967,113430,108734,113901,10571,3488669.63,1
20180127,2018,1,6,19128,20091,20922,26208,30748,33111,29974,41797,42614,37475,38897,42183,47587,47944,6355,3776719.5,0
20180207,2018,2,3,29080,33207,33971,30622,25613,21603,19053,42059,43678,45053,44927,41055,38593,47919,9028,6166077.71,0
20180308,2018,3,4,18767,26739,38870,48018,47124,38378,36430,38600,37770,42712,43486,52960,52114,48366,7797,4756198.04,0
